name,molweight,critical temperature (K),acentric factor,boiling point (K)
mol_51,31.98781283277149,278.55661345166624,0.07761768207496467,172.90140460582725
mol_52,242.46958192557736,789.5099883857076,0.16509151536102798,549.8243202643339
mol_53,209.50973127984867,741.6060899149297,0.08319269774005171,495.11289700896134
mol_54,220.39465222911048,760.3717641467185,0.17011245995953753,527.9897318352436
mol_55,240.79683837593134,783.0239660606096,0.40484192840956673,587.3513806603798
mol_56,153.9072593953518,611.4258910922453,0.5461961461111514,464.40030440814763
mol_57,183.5601229072813,668.7822677936962,0.12151344475451158,450.4979320816324
mol_58,67.74518949446751,369.2100320017931,0.3252474209704315,283.495151652453
mol_59,60.92311985471283,376.16108172110876,0.42083466074605935,307.99946648896446
mol_60,210.46879968342733,728.5614659660129,0.5717534810913394,542.3112574976816
mol_61,157.19597565864578,592.568693020054,0.3660362897323043,427.7995020305441
mol_62,182.61374874992097,646.6298701344726,0.15306415861642841,454.65439350795964
mol_63,236.5496915023269,800.1019853454235,0.37528689414836175,575.0391798204976
mol_64,201.37394640015953,710.5839105102585,0.1922946970068097,470.18387437174977
mol_65,179.46643817765886,648.8862975424928,0.5856770344150246,485.16202291066674
mol_66,180.98593340126166,640.6150381951402,0.23980568109818212,465.57005569925155
mol_67,112.0665264769053,482.11526400475435,0.41125663245660854,370.9794594719748
mol_68,38.32081533334364,294.755056546927,0.013936549408055087,188.11736572266796
mol_69,147.91369509273784,549.7821229508315,0.2400368676808532,389.3234984407893
mol_70,87.93786166127289,397.7674688833194,0.525064567993507,325.4399772414733
mol_71,140.30273380565177,559.2341351962759,0.3661364666599475,419.533875678016
mol_72,260.4188297824048,812.0187497302368,0.2663657318375858,552.6484402488757
mol_73,93.163661183642,435.9903108635239,0.5615624996614356,346.2325636212375
mol_74,45.74174025604783,307.1831047738122,0.5123906256883375,266.5907563437447
mol_75,105.97365084593906,484.55782621804633,0.19332940429376294,341.28150992539287
mol_76,109.27031459700457,465.77376335520324,0.32672904122480373,351.8603206398157
mol_77,208.71745897626167,731.6859106544325,0.2938945536554776,504.3469372321812
mol_78,180.39868113214516,645.042995211796,0.3793215000689174,473.7403167048241
mol_79,241.65251645873164,805.8375134491213,0.20046676017525336,564.9843018087447
mol_80,209.36465588839462,734.4641876847874,0.14652300045953295,505.6404429961553
mol_81,139.72445258881905,542.372795727179,0.5476031011533217,424.37401068979585
mol_82,249.78550385982936,839.4120829170495,0.5543246996991038,617.499823387025
mol_83,75.08268837508005,372.8012527811029,0.5059937314571874,298.1575612501758
mol_84,36.13225974614233,294.7495420037315,0.5869226584587368,263.7023400094796
mol_85,54.31292240942327,349.621901865376,0.4469949154678131,296.4385766554171
mol_86,225.03702466104158,772.4931240294591,0.45880033713719975,561.9867796514516
mol_87,154.7068521678746,615.5138035707176,0.4575540551775844,451.0676674191616
mol_88,73.54338033907248,372.4068610880213,0.2883645785653839,275.17603573512514
mol_89,165.28208927790814,592.5179844245415,0.27387131670856296,425.15223413367914
mol_90,71.12426773255547,362.89564270396187,0.1441357656894019,252.8167278615853
mol_91,218.00650127098874,754.9228916756985,0.38689151661557425,547.8859117014675
mol_92,150.46219440498828,583.6243300265113,0.17359208166140072,410.32182320752554
mol_93,132.87573104605028,533.7231775098369,0.15468504582141265,378.9829721212602
mol_94,111.40826406992666,461.67630443820974,0.35157682445763283,360.73641607238454
mol_95,200.17630014209988,711.9437597551856,0.2459894329350259,507.90010999759915
mol_96,127.68940484941541,500.8529404587804,0.13131396527677933,336.4896859562902
mol_97,53.66547821534727,351.5479392740217,0.48963361005169864,281.1571182859759
mol_98,61.861593572539135,397.51556027844583,0.5163419515766255,322.73451926424343
mol_99,289.7123694283689,929.7776907694955,0.10061971180666858,618.7264865031725
mol_100,275.3167864910539,897.0385882625009,0.004504219679999921,578.8693905325122
mol_101,218.92092612890238,739.9094187888226,0.20167798111762422,506.64395268000965
mol_102,101.78488959407028,427.30902416887346,0.4785065014084515,334.4620564488558
mol_103,291.6776218838854,920.1532642642602,0.5035043197405946,658.6330915468309
mol_104,240.26274407076454,784.26343156043,0.08299744206962953,522.7731931385272
mol_105,223.56035107292882,737.1958090360969,0.4646015407098307,552.694743139149
mol_106,151.32760557882295,604.1544130769921,0.06942250038565767,407.9440603936494
mol_107,103.50522169819294,462.85599201586894,0.23403755409391752,357.7284927037062
mol_108,56.02555978144481,345.7592131628218,0.5991657090071495,301.3424644422713
mol_109,273.70264706683724,879.6212821891494,0.11555449393854589,589.3372993743011
mol_110,153.059598255075,580.0559294010359,0.09237814954657586,393.1117511863977
mol_111,84.63810849471218,426.0635314703705,0.2536801995280761,313.62779806363545
mol_112,112.60828852067617,481.03566452126216,0.37180111558191686,365.8865374842775
mol_113,186.38928361431192,673.9336181061508,0.559740469447952,531.4537997881713
mol_114,77.72865139359256,391.38156401630613,0.5884926873198205,320.090488596304
mol_115,261.2858567049414,848.0823484013728,0.04178438195483678,571.3238484945477
mol_116,234.80027305550672,765.8969701547388,0.0827985104087432,515.975635408723
mol_117,224.25499810675294,730.9712593313753,0.4744427843375963,522.343533665347
mol_118,146.665120739278,562.7393733321989,0.16237929136251628,397.81731048671696
mol_119,199.37338698965965,699.2809178540476,0.5309094357038163,536.5659501490213
mol_120,187.7064516064386,649.9741784654647,0.39807195433745207,467.1603266494464
mol_121,205.4585824198014,713.1293330739841,0.0671068814284063,477.231084194593
mol_122,52.799966707770054,332.80620521428267,0.49951757095440424,261.9191427073302
mol_123,142.2679985860646,523.3298763742708,0.10581382800484551,345.0450603902101
mol_124,41.23582694271097,289.3626974645849,0.2540972368077923,231.62632267449828
mol_125,163.3775211960201,614.5527613960822,0.331310957135598,439.6652133656737
mol_126,119.06252732985203,503.46219926556626,0.300459689448167,356.5821935765099
mol_127,69.02153099383267,355.2487037385853,0.41169774936909026,285.9331589090999
mol_128,57.918801285088946,347.17372397021836,0.3916120409215531,270.47641728969705
mol_129,188.66403448798226,686.9961946003627,0.5952252033168329,518.7605353914654
mol_130,76.06010150495925,401.8063481472616,0.5996531455345127,344.01426172204106
mol_131,279.78243196173526,898.0267930991291,0.30987564158138453,615.9758381863414
mol_132,186.88650771910665,660.1966245979022,0.05711945217651839,432.3967457280384
mol_133,123.65484722440601,499.69695079599745,0.436705979381231,383.19654350823197
mol_134,189.54718269998253,680.8852534936011,0.5859984469299535,528.0963717275615
mol_135,36.15704517801832,293.3191725421891,0.19099583257741218,228.36379421922558
mol_136,288.8109875751902,931.4685290295085,0.27672533150254425,638.8087424065815
mol_137,160.22192797458305,602.5329271332749,0.25486615488927356,436.6672629222457
mol_138,241.3385113575773,815.6277376491548,0.030851492734157614,532.232815100198
mol_139,52.337099979058415,332.26163794201153,0.4033586587340669,285.5289725675421
mol_140,161.39774932630328,615.2647040577334,0.21200261704108067,419.1063579847458
mol_141,162.49088847572065,619.2895627448012,0.47247832477890134,477.619279423741
mol_142,283.21314284324535,895.9649576547412,0.4992720451691916,642.4565818926372
mol_143,184.36657414154035,633.7942746507896,0.49273847195870724,496.6586258440834
mol_144,157.84213828537753,617.7577385536622,0.24999959882392808,442.48109885482387
mol_145,102.08342903481126,459.0584535477121,0.1929274093445397,315.4205724120003
mol_146,119.5236292824891,473.09178477378094,0.4492924678002329,360.5754459552969
mol_147,170.5815486673152,615.7465792100073,0.4808336603056338,470.97140263292437
mol_148,148.5060942823626,582.8433500914539,0.2947544678348197,429.61968093810816
mol_149,35.835261567689216,285.3930014522296,0.5358186117217818,251.49103085570817
mol_150,253.09881953247663,825.0661275414047,0.08634521764713496,553.464623742286
mol_151,271.963408396737,900.9217488965371,0.527441267795376,663.0721444923299
mol_152,67.8672540296249,353.9588278783051,0.05765713978312876,241.60534252998636
mol_153,179.58975875554333,637.0020965225358,0.09211531323276834,417.53059587632583
mol_154,59.315450106569756,351.4594223921484,0.3203040079643762,261.8360262350264
mol_155,211.50482512074916,734.6188867826811,0.04051108811244901,490.5320885987018
mol_156,105.93312163653225,472.2779496064416,0.03168426084006621,327.05455540120425
mol_157,208.04411136681347,733.7788490855679,0.00031124649942331216,498.92291945007975
mol_158,226.2885458574583,768.7000439538685,0.2617899958165579,544.8822783595477
mol_159,237.5348228177674,801.1778161284947,0.46477432877533786,585.5762734538895
mol_160,59.09005540809207,343.83699963050395,0.020903010167949397,236.56535208796709
mol_161,277.32319818715416,894.248470016436,0.39135456387951323,628.2177541521676
mol_162,92.15777754161782,432.00745655484906,0.4938763904497119,342.3776577105398
mol_163,40.10139016756854,303.47994745620684,0.10080050914672267,203.649746068314
mol_164,179.8101667357005,661.1135139529927,0.08811824089284255,433.17427940177737
mol_165,130.14901664285847,533.6997268363185,0.5164805841723217,416.7812975372322
mol_166,254.04323064575155,835.7713316578817,0.4938747659700568,610.7469640233921
mol_167,248.22789745736148,808.4328538692881,0.3233650597585121,577.4637869663433
mol_168,115.62750106213315,490.08382152627354,0.4915199275763882,387.29920276224937
mol_169,287.2828366688311,917.7868248986416,0.05565364645469686,612.4460844522423
mol_170,108.54781629783203,474.2672644417781,0.23668891076325263,346.4100091678893
mol_171,169.06542489256293,655.7614418385134,0.4426785336638237,484.1405367118303
mol_172,99.11057445325274,439.9198444550133,0.154471175594378,312.5955256775977
mol_173,282.7317639132201,913.1637450699308,0.45139734866013165,647.1885238922368
mol_174,74.4441107471449,402.1372078765267,0.3025071626344883,304.8383439186314
mol_175,42.12586723592883,306.7846968013128,0.4501595927689398,262.70955862674197
mol_176,147.47620620082023,603.7581922896331,0.2788077827143977,424.0605359079765
mol_177,297.941402295076,939.1829163617178,0.22074260413309058,644.3807207935105
mol_178,270.75286188882677,881.7434930568677,0.13151352988717938,589.2606968313235
mol_179,232.12416525337628,768.328326960046,0.125027604861009,515.2459067784484
mol_180,270.5139725372017,871.0120603158548,0.4508944863428376,615.5948076056445
mol_181,271.23059271842305,881.8104904520075,0.0713462088203763,600.9837450635007
mol_182,170.09175730434126,637.9239541954692,0.051589410066567074,436.71492040933174
mol_183,115.3008439943141,493.0385324961389,0.10577481901327809,342.83749216898707
mol_184,238.44335666996676,814.9951144149379,0.10520790687235312,568.2703771966537
mol_185,208.64854105529548,720.1968729793487,0.49386457368413983,531.2771280003903
mol_186,130.8875867959017,522.2364390421693,0.23910397408452744,403.0400309365307
mol_187,55.50600037660912,379.3247775507136,0.5942330744162895,318.5738741526467
mol_188,231.63319506423701,784.996552402223,0.08232675467436743,528.7667033346037
mol_189,100.86433929917347,441.3686250582555,0.392123895416186,333.9839441908349
mol_190,282.9395506441204,896.9349201765799,0.26923770432075034,625.7678010637482
mol_191,95.06205525153489,423.5149394108671,0.23575090601824436,315.8309594950593
mol_192,63.144641751101226,371.9101447156049,0.5250505194324494,306.78703657980344
mol_193,254.40042147372466,830.535394290913,0.5853573874970398,634.2380651968359
mol_194,71.38676548861339,380.37735085638076,0.5237153752645072,315.8622434997333
mol_195,78.40244320258955,395.05347788989985,0.11538040742107981,276.87706954534633
mol_196,191.83335371062773,690.5557703956835,0.13247875272536042,461.2088808691668
mol_197,266.1317510261154,852.6282161720281,0.393644327457038,612.156068559021
mol_198,83.03735974293477,391.45981506519166,0.17345014898291503,277.5676189545253
mol_199,113.78739168302559,487.8329388152879,0.4408350784683479,368.17606927634836
mol_200,239.89930632511795,808.7626550832933,0.3398523904857868,564.9087418487511
mol_201,292.39313503646116,935.9708222876176,0.33054526109424176,681.6039023619475
mol_202,165.2001202746324,600.858494750121,0.49712815490327145,452.71983562989925
mol_203,68.85232568883771,382.2930868534652,0.4263196630456067,288.3981038735361
mol_204,33.762797681214415,273.24908029660156,0.015946658998375017,174.86751722084756
mol_205,92.00712809969092,422.1947405774315,0.02967548228760941,281.3087747020059
mol_206,65.59199880236068,349.8206941350716,0.3609350714736094,279.40188558628734
mol_207,212.96784187547152,751.9369799184592,0.2917152453733653,535.1501987124742
mol_208,62.894776249703405,366.73826373966875,0.15611079320579482,267.051561209209
mol_209,166.7090815375709,625.8476044791104,0.251193652388881,435.6602129732118
mol_210,217.45085762357934,762.3353153760851,0.45474619123971627,559.3903883890509
mol_211,186.90148448964365,709.4434499476899,0.495966890794758,517.3621514293978
mol_212,83.93942594821556,384.21017331188654,0.3367338407340265,287.61298219406956
mol_213,247.11362206921092,806.7084064598707,0.23122168851426178,549.2179162874074
mol_214,223.15992499626645,748.6571862280483,0.1624180568970642,500.208864629221
mol_215,229.52568105719627,761.0519083072503,0.31315108246155204,548.9640071776879
mol_216,65.38559292047458,347.3002335871307,0.18884977113862858,258.5276957164719
mol_217,63.413526985593045,354.0390215031521,0.33845708222833376,283.69217197515906
mol_218,280.4418887717571,882.8556662000516,0.4059914295057826,629.6668449420935
mol_219,137.34611233273398,548.3909163448961,0.0396475265516369,373.66766610718594
mol_220,111.25614678085373,478.9158417735635,0.0006404790136483429,297.9783817625076
mol_221,161.917692244914,612.0096605837398,0.12736628330444577,426.81098387504665
mol_222,208.97333744616725,730.049270389992,0.5367068986312686,546.4904159379704
mol_223,288.01827940268186,929.0908013081048,0.3877744579371355,663.5014923250152
mol_224,107.34048125815485,462.75006909302886,0.10317621116221372,321.1131332979954
mol_225,279.69827591424735,931.0628408251234,0.5341583770941712,666.1089731898941
mol_226,36.71206267428921,295.29662343295445,0.281973564172404,213.222854378462
mol_227,179.90347142824265,621.8214072812348,0.2856550540071964,436.7071035418781
mol_228,201.173280153893,687.8975641982393,0.561325166305593,525.8150321710895
mol_229,58.59229901270339,320.37320269634125,0.03569201531000401,222.48836200858318
mol_230,67.89169120725641,369.98924745541063,0.1291069647772311,245.60228042504608
mol_231,143.16086621540202,556.0750871777051,0.35146279509283346,398.59934240472717
mol_232,290.88261627865904,920.1801552281557,0.11729190574920245,611.7818852025539
mol_233,190.93148937328067,707.4926151192094,0.4077162055253747,510.7502123323804
mol_234,281.916269832057,913.0254176912962,0.1284553736020321,601.9768029867373
mol_235,247.1774472155021,828.8350934604503,0.059494182359288605,537.950346162974
mol_236,156.1930324199287,576.5164787306902,0.12419109578450384,386.41937814063743
mol_237,241.88613129809062,789.7281548752615,0.2536404205632373,550.8437650494726
mol_238,34.815931673786686,287.59191167092104,0.10568297950384793,190.1709577941481
mol_239,59.46887912674843,351.26730491165443,0.08081521495400838,239.94818159927144
mol_240,253.9457260183388,807.0196415391301,0.5161691317313645,603.4628608229357
mol_241,245.14061384779367,810.1469292767412,0.19223832215838468,542.9090920918711
mol_242,92.8130003309371,432.2435820704453,0.21645521191095216,308.72207635144
mol_243,173.30778946174445,630.0422361677943,0.03316224570073658,429.020346985935
mol_244,193.62427158900294,671.8598227873073,0.21442177410123248,463.822771350784
mol_245,264.28951751952303,852.6307660699905,0.1588843063929478,574.0422112655784
mol_246,192.83893248145594,679.444443300048,0.3662910404050731,502.7834294697647
mol_247,141.3943237038937,554.8478096138849,0.123234178603444,377.13353069879736
mol_248,131.02969171993934,536.646103038107,0.5330192718377043,428.40595791038106
mol_249,144.98816332084766,578.6832513763823,0.5577999725517331,452.186205243093
mol_250,206.02137690659302,710.6382264135738,0.05989863430607412,471.41561466642025
mol_251,264.22247057312774,853.713833491089,0.06444177377314632,573.9458784984554
mol_252,152.55215816060092,587.9452305045169,0.06919586286659278,398.6128787811402
mol_253,96.91668199686669,451.4543787383295,0.3717415537861872,352.20101166922376
mol_254,93.8988380093469,428.234088524484,0.07318137852577374,285.52652409700613
mol_255,231.42385566573054,790.4155413188189,0.5114293907581597,581.6387380523588
mol_256,250.4735661244558,840.877695428479,0.45256290896273543,606.5934369845663
mol_257,58.42508156061374,365.43800088641444,0.4918853149428144,306.65987183761
mol_258,47.970891377898106,346.6020420455426,0.3156363161316125,255.68633419209098
mol_259,190.49708921424198,663.2464809557134,0.598006326911492,518.5615696508902
mol_260,69.46677593202854,373.875412970059,0.026505061766496762,254.19678281017718
mol_261,252.65933142321217,831.8174940073104,0.240758978511668,562.761302305141
mol_262,113.7903619595001,483.00480137076266,0.1943620013625817,353.6260919228606
mol_263,68.84542190220851,362.3746109613692,0.5691872992275846,329.5058294953185
mol_264,278.6620275716116,874.3716388805628,0.3461165750985557,626.5711632127981
mol_265,74.6935651385251,388.12410453674784,0.48371457926683514,328.0532826949089
mol_266,106.8744222312426,455.6607206848878,0.1022047161951113,313.4329516526946
mol_267,71.47561670185583,379.97894396585394,0.5871804863402633,304.21465287127336
mol_268,61.18231718964584,341.04513984863183,0.2991837281257891,242.26894881698647
mol_269,35.70996441083881,272.7800358394319,0.2962032457623875,217.79254582161448
mol_270,44.95676047435023,315.906376591529,0.5825308371274427,272.0050492720759
mol_271,77.15319715268022,395.146815783798,0.228439416730287,278.62587319093626
mol_272,44.413121809337355,319.7220340931574,0.23851501473299574,238.47938391081823
mol_273,189.60883034996223,706.81003237117,0.35085162168296197,513.1925094125786
mol_274,213.7929222358667,738.6416485578295,0.07683156632867216,480.65794779561793
mol_275,136.28022334464762,547.976784867581,0.19265137584711292,379.483863896372
mol_276,115.85759617705334,473.4805705096235,0.11592499346707831,341.07756353954034
mol_277,166.2220839960021,596.2515983819598,0.06197008746422976,389.40415139239855
mol_278,266.2513344033443,889.3707777099607,0.519686763798612,655.6779129435887
mol_279,259.80553924199563,835.6616514059895,0.3535986996764856,587.2120035182036
mol_280,41.73826674345383,288.6865057866049,0.21520367491674672,221.51281374228586
mol_281,79.00457059106151,396.92494265940553,0.24520162642002769,301.9540635828184
mol_282,93.92111519818692,433.4499017948065,0.25891140221241277,324.10113837714067
mol_283,97.3346454746972,429.79901609009363,0.37988950928682563,337.99403048477103
mol_284,184.23281597054864,656.0074416456752,0.556061634893396,487.04559350836826
mol_285,142.39085493986192,574.4177731144065,0.5596677717941895,456.4413877779194
mol_286,43.29861238045038,296.15662681864893,0.234895187718398,214.79436605672876
mol_287,130.87581738408434,506.2844561947183,0.19755747575866173,359.9632500386135
mol_288,171.41329615376205,642.6721446979021,0.270627900111153,458.03169996373583
mol_289,57.451413784003314,351.0129881390788,0.3407605382570955,276.9328009046667
mol_290,255.03380952291113,828.276744497548,0.27709074686984897,581.3882515103139
mol_291,44.02970394557815,286.3417546220416,0.39525204589002055,227.7684815147208
mol_292,279.7073046348768,888.0989112406136,0.3326394140278582,610.3721287855876
mol_293,56.760548226566385,341.08080401367687,0.19242932801644566,256.53111263628784
mol_294,257.76523693139325,861.8981736767404,0.20743848345757956,593.4068042343449
mol_295,273.7163488604566,868.7421425280966,0.22715567253583854,610.0525918141982
mol_296,294.48408375838005,934.9424111732781,0.05678386094963321,620.9435166597468
mol_297,246.54698767387026,826.4946390830992,0.09963757944838388,541.4071072467249
mol_298,240.4589360082588,765.4283299188182,0.43386828128723165,565.456600374349
mol_299,203.47048451879786,724.1830038160782,0.23345802691324802,500.73593283866643
mol_300,240.32901573609482,783.0857807571406,0.12872338353608617,534.0736175647504
mol_301,66.32909627154972,370.8026730807283,0.33760344634491435,278.3172638566683
mol_302,174.73836970586208,640.5461715088163,0.4533237254840563,492.4844213055375
mol_303,168.8401749514119,638.3692332504874,0.15445341740722285,429.90630403133594
mol_304,261.54447891309053,862.1250629961295,0.49607392915424664,623.0047996415092
mol_305,154.95582871024928,551.7302143996734,0.5565029157750297,431.4587264837249
mol_306,133.97416394709543,523.1637211603987,0.35843671744430444,376.7768899372971
mol_307,202.68208323401973,708.7782850253485,0.40136859539494774,517.869970314118
mol_308,101.94509572522844,451.9380410212743,0.031545594193833223,317.7030173041007
mol_309,67.73747095756835,376.50783834027243,0.5673119346131439,311.19501654632154
mol_310,159.02686398641137,609.407658301074,0.23549084055896627,433.369541110803
mol_311,142.56012952061894,565.5270998479925,0.5543402403272579,411.3950317477438
mol_312,92.7938839427959,428.77058571867275,0.34738651485014554,323.85115377970135
mol_313,129.22818873108457,495.37541666090425,0.0027712793059965655,323.743294567813
mol_314,128.9259614530868,515.4826848998947,0.023125199594061428,334.19561585551827
mol_315,118.42380239138727,502.3050282005525,0.40825128340195316,390.65583507234317
mol_316,132.45530152627083,514.78154502742,0.33760080829915984,376.4612335242116
mol_317,215.15070327310525,747.3458791345868,0.015919462323644606,491.7775885803275
mol_318,110.15664813424704,489.01751979462716,0.4460759767334312,371.81679781929427
mol_319,286.1916402131419,917.3821051772924,0.511287202241509,645.2515537318253
mol_320,277.41396527530804,847.5782151935842,0.29785048946358494,582.0103336969075
mol_321,159.8458156410212,580.4432136618759,0.279454464214353,425.49076524704594
mol_322,118.65752535126597,524.9366507565062,0.0032838653007764896,324.86058176086317
mol_323,174.56739325410084,628.2204162398264,0.47198982749615953,462.6038545351355
mol_324,259.11133196887863,818.0161815752616,0.19842964004766325,557.9636484602527
mol_325,206.19858195122754,734.0251657027229,0.5272581718695237,563.5674035472603
mol_326,247.1857935457109,818.1648177374324,0.22383635253483183,572.6423888542696
mol_327,173.83501453774986,651.1616436787406,0.3390467463784233,463.6428329729896
mol_328,200.8877599022576,706.3737798839344,0.16220507291959652,497.32209781524796
mol_329,107.80201582926466,476.3834266163442,0.0963529875509512,317.9595375849419
mol_330,228.42115382377852,776.4980232751641,0.46494474202879676,576.6535255028942
mol_331,84.64924014394396,422.0854250386749,0.29795428730776896,300.20146916005325
mol_332,217.59549478099453,778.1501936808278,0.32189275425135044,561.0577820904916
mol_333,262.39414844799137,870.5504661593664,0.5792495720890413,637.785849106293
mol_334,65.66776607141686,340.46432541085915,0.5781479473332922,283.63594879657984
mol_335,195.88252994631836,696.4062475949794,0.5133852730214421,517.6971791734038
mol_336,55.675852022082346,356.3118415767541,0.11256557565902015,250.8686580186145
mol_337,225.94321963328525,782.8985611812553,0.35656361658094793,552.7367775614072
mol_338,52.81316908235046,325.6338479599897,0.5268884547933225,283.33505759354273
mol_339,282.703752129169,924.2335470007445,0.22467836186936263,628.6087887308604
mol_340,67.10014111020658,381.6664887687845,0.06066369956135098,264.84317261828835
mol_341,288.8976663954517,960.8319275431753,0.4865777413439531,694.1510984533501
mol_342,246.2387275429761,804.3467928137126,0.28905813081730297,563.1799587407177
mol_343,190.29414120591562,668.1243443687828,0.33863560821550714,476.0211594014283
mol_344,241.30850824997768,798.679484898045,0.5892865777907066,597.5851056362814
mol_345,244.6810065254332,804.3491840630013,0.36432685829644323,578.3056431271544
mol_346,285.4273069606792,900.217956155244,0.2549876313996608,643.1160164025274
mol_347,98.41350553658054,404.5936312563452,0.22199062070831868,302.9870822738045
mol_348,189.32049174674347,666.7807372610117,0.2505715755924274,478.7397191168181
mol_349,55.66328334238833,344.69857925146937,0.07103944990720125,266.44824566082184
mol_350,196.36473900651276,683.5135198336933,0.4768503350505431,512.2706210010343
mol_351,76.24865210505298,419.65234801556915,0.5026301149122246,341.428894079786
mol_352,182.5366650975593,656.5422999346362,0.17063828074404533,459.67348461165466
mol_353,184.55623878913943,680.7560328006106,0.18227797104596646,459.7091771611944
mol_354,155.81599130493137,593.4612844532779,0.5246005538008879,449.255936018613
mol_355,171.11057938854316,640.1725581197568,0.014382213316773272,418.0087054112906
mol_356,236.25931530177874,794.8369115634503,0.3122744662603366,566.7413599087755
mol_357,245.79607345825798,835.0219531241984,0.2782054288089006,580.6783293067127
mol_358,162.88136820536587,608.0425107654007,0.41407606174707584,451.4039930657085
mol_359,191.89022921110532,687.1673836490951,0.09803502008967269,474.83852593698975
mol_360,281.4337836363275,909.0794530955694,0.40099844447709226,654.3633605587326
mol_361,62.32806889530316,351.49589036634814,0.22604040472492584,257.13789238832754
mol_362,61.61796279302984,360.1196417664448,0.3712288669017852,275.0651646078634
mol_363,53.68143321590747,367.7193767327339,0.024057005923665553,256.1878874801193
mol_364,207.62308696094252,715.0017632709247,0.27703631831070563,511.4980689597937
mol_365,143.02424121340246,563.8525764263048,0.3133505363894233,392.8273805713555
mol_366,239.06678235829767,816.5336401587858,0.12859584171299196,549.2315415511692
mol_367,211.23248159332,745.1850031974641,0.08377419250747242,501.89184547531335
mol_368,120.0821947486243,500.3812331373512,0.11308458180738083,350.98952939446235
