filename,smiles
dsgdb9nsd_057095,C#C[C@H](C)[C@H]1COCO1
dsgdb9nsd_078076,O=CN1[C@@H]2[C@@H](O)[C@@H](O)[C@@H]21
dsgdb9nsd_122378,CCCO[C@@H]1[C@@H]2CC[C@@H]21
dsgdb9nsd_060639,CC(=O)[C@@H](C)C1CCC1
dsgdb9nsd_067156,O=C1[C@H]2C[C@H]3C[C@@H]1[C@]32O
dsgdb9nsd_028899,Cc1cccc(C)c1C
dsgdb9nsd_021103,C[C]1C(O)=N[N]N1C
dsgdb9nsd_082864,O[C@H]1[C@H]2C[C@H]3O[C@@H]1C[C@@H]23
dsgdb9nsd_047286,O=C1C=CC(=O)OCO1
dsgdb9nsd_114812,CC[C@H]1C[C@H]2OC[C@@]12O
dsgdb9nsd_068265,C[C@@]12C[C@@H](N1)[C@]2(O)C#N
dsgdb9nsd_059906,CC(C)CC(=O)NC=O
dsgdb9nsd_067630,C[C@@]12[C@H]3[C@H]4O[C@@H]1[C@]2(O)[C@H]43
dsgdb9nsd_021665,C#Cc1n[nH]nc1N
dsgdb9nsd_036319,N#CC[C@H]1C=C[C@H]2C[N@]12
dsgdb9nsd_068503,C[C@]12N[C@H](C1=O)[C@H]2C=O
dsgdb9nsd_031476,C#Cc1coc(CO)c1
dsgdb9nsd_077423,C[C@H]1[C@@]2(O)[C@H]3N[C@H]3[C@@]12O
dsgdb9nsd_029239,Cc1c[nH]c(=O)oc1=N
dsgdb9nsd_078710,C[C@@H]1[C@H]2C=C[C@@]3(C)[C@@H]1[N@@]23
dsgdb9nsd_046826,N#C[C@@]12C[C@@H]1CNC2=O
dsgdb9nsd_000873,Nc1ccc(N)o1
dsgdb9nsd_028127,Nc1cc2c(o1)C=CC2
dsgdb9nsd_030768,CCc1ccn(C)c1O
dsgdb9nsd_041191,C1OC[C@]23CC[C@@H]2[C@H]1C3
dsgdb9nsd_123700,c1n[nH]c2c1O[C@@H]1C[C@H]21
dsgdb9nsd_061241,C#CC[C@H](O)[C@@H]1C[C@@H]1C
dsgdb9nsd_027214,Cc1occ2c1CC=C2
dsgdb9nsd_051382,N=CO[C@H]1[C@H]2NC(=O)[C@H]21
dsgdb9nsd_094960,O=C1C[C@H]2[C@@H]1CC[C@@H]2O
dsgdb9nsd_102916,C#CCO[C@@H](C=O)CC
dsgdb9nsd_038334,C1=N[C@@]2(CO1)[C@@H]1C[C@H]2N1
dsgdb9nsd_037007,C1CC2(C1)CC21COC1
dsgdb9nsd_071052,C[C@@]12C[C]3[N]C[C@]1(C)[N@@]32
dsgdb9nsd_133513,O=C([C@H]1CO1)C(F)(F)F
dsgdb9nsd_042479_new,N#CC(=O)NC[C@H]1CN1
dsgdb9nsd_062103_new,N[C@@H](CNC=O)C(=O)O
dsgdb9nsd_128655,COc1cc(O)n(C)n1
dsgdb9nsd_080915,C[C@@]12C[C@@H]([C@H]1O)[C@@]21CO1
dsgdb9nsd_116963,OCCC#CCC1CC1
dsgdb9nsd_127566,Cn1ncc(=O)nc1N
dsgdb9nsd_108585,CC[C@]12OCO[C@H]1[C@H]2C
dsgdb9nsd_065027,CC1(C2(O)CCC2)CC1
dsgdb9nsd_023072,C[C@H]1C[C@H]2/C(=N/O)CN12
dsgdb9nsd_062748,C[C@@]1(O)[C@H]2NC(=O)[C@]21O
dsgdb9nsd_120209,CCC[C@H]1[C@@H]2C=C[C@H]1O2
dsgdb9nsd_056554_new,C#C[C@H](N)[C@H](C)C(=O)O
dsgdb9nsd_042498,C#CCOCC(=O)C#N
dsgdb9nsd_033261,CCCCn1ccnc1
dsgdb9nsd_075234,CC1=CCC2(CC2)C1=O
dsgdb9nsd_109843,CN1[C@H](CC=O)[C@@H]1CO
dsgdb9nsd_118796,CCC[C@@]1(C)N[C@H]1C#N
dsgdb9nsd_121117,CCO[C@H]1CC[C@@H](C)O1
dsgdb9nsd_098182,C[C@@](O)(CO)C(=O)CO
dsgdb9nsd_063456,C[C@@]1(O)CC1(C#N)C#N
dsgdb9nsd_091818,C[C@@]12C=C[C@H](O)C[C@@H]1N2
dsgdb9nsd_025403,N=c1occnc1C=O
dsgdb9nsd_119488,CCC[C@]12N[C@H]1[C@H]1N[C@H]12
dsgdb9nsd_014806,C#C[C@H]1CN[C@H]1C#N
dsgdb9nsd_052853,CC#CC1(O)CCCC1
dsgdb9nsd_043786,C#C[C@]12C[C@H](C1)C(=O)N2
dsgdb9nsd_035610,C#C[C@H]1CC=C[C@@]12CO2
dsgdb9nsd_073645,C[C@]12NCC[C@H]1OC2=N
dsgdb9nsd_062990,CC1(C)[C@H](C=O)[C@@H]2C[C@@H]21
dsgdb9nsd_088391,C[C@H]1C[C@H]1[C@@](C)(O)C=O
dsgdb9nsd_053595,CC#CC[C@H]1N[C@H]1C=O
dsgdb9nsd_064339,CC1(C)CNCC(=O)N1
dsgdb9nsd_116977,COCC#CCCC=O
dsgdb9nsd_080901,C[C@@]1(O)[C@H]2C[C@]1(C)[C@H]2O
dsgdb9nsd_065033,C[C@@]1(C2(O)COC2)CN1
dsgdb9nsd_108591,CO[C@]12CCO[C@H]1[C@H]2C
dsgdb9nsd_127572,C#Cc1cnn(C)c1N
dsgdb9nsd_073889,CC1=C(C=O)[C@H]2N[C@H]2C1
dsgdb9nsd_099288,CCC(=O)COC1CC1
dsgdb9nsd_024709,c1ccc2c(c1)COC2
dsgdb9nsd_118782,COC[C@@]1(C)C[C@]1(C)O
dsgdb9nsd_109857,C[C@]12N[C@H]1[C@@H](O)[C@H]2CO
dsgdb9nsd_075220,C#C[C@@]12CC=C(C)[C@@H]1N2
dsgdb9nsd_033275,C#CC#CC1(C#N)CC1
dsgdb9nsd_025417,O=Cc1cnc(=O)[nH]c1
dsgdb9nsd_128899,N#CCc1nccnn1
dsgdb9nsd_063442,C[C@]1(O)C[C@H](CC=O)C1
dsgdb9nsd_098196,CNC(=O)[C@@](C)(O)CO
dsgdb9nsd_121103,C[C@H]1CO[C@@H](CCO)C1
dsgdb9nsd_043792,N=C1OC2(CC2)[C@@]12CO2
dsgdb9nsd_052847,CC#C[C@]1(O)C=CCC1
dsgdb9nsd_014812,N#C[C@@H]1NC[C@@H]1C#N
dsgdb9nsd_088385,CN1C[C@H]1[C@@](C)(N)C#N
dsgdb9nsd_062984,C[C@]1(O)[C@H](C#N)[N@@]2C[C@@H]21
dsgdb9nsd_073651,C[C@]12OCO[C@H]1CC2=O
dsgdb9nsd_035604,N#C[C@H]1C[CH][C]2CN[C@H]21
dsgdb9nsd_022378,C[C@H]1[C@H]2/C(=N/O)C[C@]21C
dsgdb9nsd_053581,CC#CC[C@H]1C[C@]1(C)O
dsgdb9nsd_050088,O=C[C@H]1C[C@H]1C[C@H]1CO1
dsgdb9nsd_021671,C#Cc1cc(N)no1
dsgdb9nsd_067624,O[C@]12[C@@H]3[C@@H]1C[C@H]1[C@H]2[C@]31O
dsgdb9nsd_059912,CC(C)OC(=N)NC=O
dsgdb9nsd_125365,Cc1c[nH]c2nnoc12
dsgdb9nsd_068517,O=C1[C@H]2C[C@]1(O)[C@@H]1N[C@H]21
dsgdb9nsd_070358,C[C@]12C[N@]1C[C@H]1CO[C@H]12
dsgdb9nsd_132619,Nc1ccc(O)nc1F
dsgdb9nsd_077437,C[C@@]12NC(=O)[C@]1(N)[C@H]2O
dsgdb9nsd_031462,C#Cc1coc(NC)n1
dsgdb9nsd_085879,C#C[C@H]1[C@@H](C)C[C@@]1(C)O
dsgdb9nsd_000867,Cc1cnc(N)o1
dsgdb9nsd_046832,C#C[C@@]12N[C@@H]1COC2=O
dsgdb9nsd_078704,O[C@H]1[C@H]2[C@H]3[C@@H]1[C@@H]2[C@]31CO1
dsgdb9nsd_041185,C1=C[C@]23CO[C@@H]2[C@H](C1)C3
dsgdb9nsd_076729,O=CCO[C@@H]1[C@H](O)[C@@H]1O
dsgdb9nsd_028133,N[C]1C[C]2N=COC2=N1
dsgdb9nsd_027200,Nc1[nH]cc2c1C=CC2
dsgdb9nsd_061255,N#CC[C@H](O)[C@H]1C[C@H]1O
dsgdb9nsd_123714,C1O[C@@H]2CN3N=N[C]1[C]23
dsgdb9nsd_038320,C1C[C@@H]2[C@H](O1)[C@@H]1C[C@H]2O1
dsgdb9nsd_102902,C#CCC[C@@H](C#C)CO
dsgdb9nsd_094974,C[C@H]1CO[C@H]2[C@H]3C[C@@]12C3
dsgdb9nsd_051396,O=CO[C@H]1[C@H]2OC(=O)[C@H]21
dsgdb9nsd_133507,C#CCC#CC(F)(F)F
dsgdb9nsd_071046,C[C@@]12N[C]3[N][C@@H]4[C@@H]([C@@H]41)[C@H]32
dsgdb9nsd_037013,C1CC2(C1)OC21COC1
dsgdb9nsd_069609,C#C[C@]12N[C@H]1[C@@]1(C)C[C@H]12
dsgdb9nsd_038446,C1OC[C@]2(C[C@@H]3C[C@@H]32)O1
dsgdb9nsd_020209,C1C[C@H]2OC[C@H]3[C@@H]1[C@H]32
dsgdb9nsd_071720,O[C@]12[C@H]3[C@@H]4[C@H]3[C@@]1(O)C[C@@H]42
dsgdb9nsd_133261,Cn1nncc(F)c1=O
dsgdb9nsd_037775,C1=C[C@H]2[C@@H]3C[C@H]2[C@@H]3C=C1
dsgdb9nsd_018796,O[C@H]1[C@H]2C[C@H]3O[C@@H]1[C@@H]23
dsgdb9nsd_009843,C[C@@]1([C@@H](O)CO)CO1
dsgdb9nsd_050936,O=CC[C@@H](C=O)[C@H]1CO1
dsgdb9nsd_016963,C[C@H]1O[C@@H]2C[C@H]1CO2
dsgdb9nsd_039980,C1[C@@H]2[C@@H]3[C@H]1[N@@]3C[C@]21CN1
dsgdb9nsd_028655,N#Cc1ccc(N)nc1
dsgdb9nsd_027566,Cc1cncc(C#N)c1
dsgdb9nsd_008585,N=C1O[C@]23C[N@](C2)[C@@H]13
dsgdb9nsd_123072,CO/C=N/CCCOC
dsgdb9nsd_061533,N#C[C@@H](N)CC1(O)CC1
dsgdb9nsd_077351,C[C@@H]1C(=O)NC[C@H]1C=O
dsgdb9nsd_031304,COc1cc[nH]c1C#N
dsgdb9_039180_new,C1O[C@H]2CN3[C@@H]4C[C@]23[C@H]14
dsgdb9nsd_078062,C[C@@H]1C(=O)N2[C@@H]1[C@H]2C=O
dsgdb9nsd_057081,C[C@@H](C#N)[C@@H]1C=CCO1
dsgdb9nsd_026678,Cc1c(N)[nH]c(O)c1N
dsgdb9nsd_021117,C[N]C1=N[N]NC=C1
dsgdb9nsd_125403,Cc1conc1C1CC1
dsgdb9nsd_039758,C1O[C@H]2[C@H]3[C@@H]1[C@@H]2C31CC1
dsgdb9nsd_067142,C[C@]12[C@@H]3N[C@H]1[C@@]2(O)C3=O
dsgdb9nsd_019488,C#C[C@@H]1[C@@H]2N=CO[C@H]12
dsgdb9nsd_068271,C#C[C@@]1(C)[N@]2C[C@]1(C)C2
dsgdb9nsd_114806,C[C@]12OC[C@H]1N[C@H]2CO
dsgdb9nsd_047292,N=C1CCOC(=N)CO1
dsgdb9nsd_082870,C[C@@]12C[N@]3C[C@@H]1[C@@H](O)[C@H]32
dsgdb9nsd_073137,O[C@]12CC[C@H]1C[C@H]1O[C@H]12
dsgdb9nsd_131476,O[C@H]1C=Cn2nncc21
dsgdb9nsd_035162,C#C[C@H]1OC1(C#N)C#N
dsgdb9nsd_100873,CC[C@@H](C#N)[C@@H](O)CO
dsgdb9nsd_096805,C/N=C1\NC(=O)C[C@H]1C
dsgdb9nsd_025371,C#Cc1ncc(C=O)o1
dsgdb9nsd_054588,CC(=O)[C@]12CN[C@H]1CN2
dsgdb9nsd_121665,O=C(NCCO)[C@H]1CN1
dsgdb9nsd_089925,C#C[C@]12CO[C@H]1[C@@H](C)C2
dsgdb9nsd_063324,C[C@@]1(O)CC(=O)N2C[C@H]21
dsgdb9nsd_074658,NC1=N[C@@H]2[C@H]3N[C@@H]2[C@H]3O1
dsgdb9nsd_002916,O=CN1CCCC1
dsgdb9nsd_055696,CC1(NC(N)=O)COC1
dsgdb9nsd_044943,N=C1O[C@H]2COC[C@@H]1C2
dsgdb9nsd_075546,CC1=CCCOC12CC2
dsgdb9nsd_033513,N#C[C@@]1(C[C@H]2CO2)CO1
dsgdb9nsd_087908,CN1C[C@@]12CC=C[C@H]2O
dsgdb9nsd_128127,CNc1onc(N)c1N
dsgdb9nsd_045485,O=C1C[C@H]2CC[N@@]3[C@H]2[C@H]13
dsgdb9nsd_130768,O=c1onc2n1C=CC2
dsgdb9nsd_072229,C[C@@]12C[C@H]3OC[C@]1(O)[C@H]32
dsgdb9nsd_098828,O=C(CO)N1CCC1=O
dsgdb9nsd_127214,Cn1c(C=O)noc1=O
dsgdb9nsd_074880,CC1=C[C@H]2O[C@H]2[C@H]2N[C@@H]12
dsgdb9nsd_065755,C[C@@]1(OC=N)COC1=N
dsgdb9nsd_092493,C[C@]12CO[C@H]1C[C@@H](O)C2
dsgdb9nsd_026888,Cc1cnc(=O)oc1O
dsgdb9nsd_069147,C[C@]12N[C@H]1C(=O)N1C[C@H]12
dsgdb9nsd_087198_new,N[C@@]1(CC(=O)O)C[C@@H]1O
dsgdb9nsd_133249,Cn1ncnc(F)c1=O
dsgdb9nsd_071708,C[C@@]12[C@H]3C[C@]1(O)[C@@H]1[C@H]3[N@]12
dsgdb9nsd_113199,CC[C@H]1O[C@]1(C)[C@@H](C)O
dsgdb9nsd_020221,C1O[C@@H]2[C@@H]3[C@@H]4[C@H]1[C@@H]4[C@H]23
dsgdb9nsd_049297,O=CC1=CCCCC1=O
dsgdb9nsd_066274,C#C[C@]1(N)CCOC1=N
dsgdb9nsd_079354,C[C@H]1[C@H]2C[C@@H]3[C@H](CO2)[N@]31
dsgdb9nsd_105923,CC[C@@]12[C@@H]3C[C@H]4[C@@H]3[N@@]1[C@H]42
dsgdb9nsd_093955,C[C@H]1CO[C@H](C2CC2)O1
dsgdb9nsd_082680,C[C@H]1N2C[C@@H]3[C@H]2[C@@]31C#N
dsgdb9nsd_059084,CC(C)[C@H]1[C@@H](C=O)N1C
dsgdb9nsd_076067,C#C[C@@H]1[C@H](C)[C@@H]1C(C)=O
dsgdb9nsd_030032,O[C@H]1C=Cc2c[nH]cc21
dsgdb9nsd_037985,C1C[C@@H]2[C@H]3O[C@@H]2[C@H]3CO1
dsgdb9nsd_018966,OC[C@H]1[C@H]2[C@@H]3C[C@H]2[C@H]13
dsgdb9nsd_026650,Cc1[nH]c(C)c(C)c1C
dsgdb9nsd_122344,CCCC[C@H]1[C@@H](C)[C@H]1O
dsgdb9nsd_102094,CO[C@@H](C=O)[C@@]1(C)CO1
dsgdb9nsd_077379,C[C@@H]1[C@]2(O)C[N@]3[C@@H]2[C@@]13C
dsgdb9nsd_006580,C[C@]12C=C[C@](C)(C1)C2
dsgdb9nsd_029563,Nc1cocc(N)c1=O
dsgdb9nsd_070416,C[C@]12O[C@H]1C[C@]2(O)C=O
dsgdb9nsd_132157,[NH]C1=C[C](N)NC=C1F
dsgdb9nsd_036443,N#CCN1C[C@H]2OC[C@H]21
dsgdb9nsd_082858,C[C@@H]1[C@H]2O[C@H]3[C@@H]1C[C@H]3O2
dsgdb9nsd_068259,C[C@]12C[C@H](C1)[C@]2(N)C#N
dsgdb9nsd_016793,O=C1NC(=O)[C@@H]2N[C@H]12
dsgdb9nsd_039770,C1[C@@H]2[C@H]1[C@H]1O[C@@H]2C12CC2
dsgdb9nsd_048189,C#CC(C#C)(C#N)C=O
dsgdb9nsd_007846,CC(=O)O[C@H]1C[C@H]1O
dsgdb9nsd_041813,C1C[C@H]2CC[C@@H](CO1)C2
dsgdb9nsd_112287,CC[C@H]1CC(=O)[C@H]2C[C@@H]12
dsgdb9nsd_022436,C#C/C(=N\O)[C@@H](C)C=O
dsgdb9nsd_126122,CCC(=O)c1cnoc1
dsgdb9nsd_064463,C[C@@]1(O)COCOC1=N
dsgdb9nsd_129211,[NH]C1=N[CH]C=NNC1=N
dsgdb9nsd_090284,C[C@H]1N[C]2[CH]C(=O)C[C@H]21
dsgdb9nsd_055866,C[C@@]1(O)C[C@H]1CC(N)=O
dsgdb9nsd_005089,Cc1coc(N)c1O
dsgdb9nsd_074670,CC1=C[C@H]2[C@H]3CC[C@@H]1[C@@H]23
dsgdb9nsd_056279_new,O=C(O)CNCC1CC1
dsgdb9nsd_032625,CCn1ccc(N)c1O
dsgdb9nsd_025359,N#Cc1coc(C=O)n1
dsgdb9nsd_080097,C[C@H]1OC=N[C@H]2[C@@H](O)[C@H]21
dsgdb9nsd_100683,CC[C@@H](O)C(C)(C)CC
dsgdb9nsd_111956,CC[C@H]1N=CN(C)C1=N
dsgdb9nsd_087920,C[C@H]1C[C@@]12COC(=O)C2
dsgdb9nsd_004397,C[C]1N=C[N]C(=O)N1
dsgdb9nsd_081389,C[C@@H]1[C@H]2O[C@@H]1C[C@H]2C#N
dsgdb9nsd_024047,N#CC/N=c1/[nH]cco1
dsgdb9nsd_120553,CCO[C@H]1C[C@H](OC)C1
dsgdb9nsd_062012,CC(=O)CC[C@@H](O)C=O
dsgdb9nsd_014184,C[C@@]12C[C@H]3[N@@]1C[C@]32O
dsgdb9nsd_023728,O=c1ncc(F)c[nH]1
dsgdb9nsd_110490,CO[C@H]1[C@H]2[C@H]3C=C[C@@H]1[N@@]23
dsgdb9nsd_098800,CCC(=O)[C@H]1OCC1=O
dsgdb9nsd_072201,C[C@@]12O[C@@H]3C[C@H]4[C@@H]3[C@@H]1[C@H]42
dsgdb9nsd_121895,COCC[C@@H](C)C(N)=O
dsgdb9nsd_130740,O=c1oc2cnoc2o1
dsgdb9nsd_034254,C#C[C@@]12N[C@H]3CO[C@@H]1[C@H]32
dsgdb9nsd_005937,CC#CC(C)(C)OC
dsgdb9nsd_043962,O=C1C[C@@]23C[C@@]12N=CO3
dsgdb9nsd_086380,C[C@@H]1C[C@H](C)[C@@H]2O[C@]12C
dsgdb9nsd_130026,C#Cc1cnc(N)nn1
dsgdb9nsd_072567,C[C@@]12OC[C@@H](CC1=O)O2
dsgdb9nsd_128669,COc1nnc(OC)o1
dsgdb9nsd_034532,C#CC1=C[C@H]2C[C@H]2OC1
dsgdb9nsd_080929,C[C@H]1[C@H]2O[C@]1(C)[C@@]21CO1
dsgdb9nsd_096193,O[C@H]1COC[C@H]2OC[C@@H]12
dsgdb9nsd_075208,CC1=CC[C@@]2(C)O[C@H]2C1
dsgdb9nsd_024721,c1ncn2c1[C@H]1OC[C@H]12
dsgdb9nsd_117499,CC#C[C@H](C#N)CCO
dsgdb9nsd_062774,C#C[C@@H]1C[C@H]2[C@@H]1C2(C)C
dsgdb9nsd_120235,CCCN1C(=O)[C@@H]2C[C@@H]21
dsgdb9nsd_074116,CC1=CC(=O)[C@H]2OC[C@@H]12
dsgdb9nsd_032143,COc1cncc(C)n1
dsgdb9nsd_012293,[NH][C]1NCC=CC1=O
dsgdb9nsd_116787,CO/C=N/C[C@H]1N[C@H]1C
dsgdb9nsd_107852,OC[C@]12C[C@@H]3C[C@H]1[C@@H]3C2
dsgdb9nsd_091824,C[C@@H]1C=C[C@]2(C)C[C@@H]2O1
dsgdb9nsd_022350,C[C@H]1C/C(=N/O)CC1=O
dsgdb9nsd_118972,COC[C@@]1(C)OC[C@H]1O
dsgdb9nsd_064305,C[C@@]1(O)CCC=C1C=O
dsgdb9nsd_126644,CCCN=c1onno1
dsgdb9nsd_106594,CC[C@]12C[C@](OC)(C1)C2
dsgdb9nsd_002080,O=C1COCCN1
dsgdb9nsd_073679,C[C@]12CCC[C@H]1COC2
dsgdb9nsd_131338,Oc1nnc2onnn12
dsgdb9nsd_132631,Nc1cnc(O)c(F)n1
dsgdb9nsd_070370,C#C[C@]1(C)C[C@H]2C[C@]21O
dsgdb9nsd_001589,NC(=O)C(=O)C=O
dsgdb9nsd_036325,C#C[C@H]1C[C@@H](CC#N)O1
dsgdb9nsd_039016,C1[N][C]2NC[C@H]2[N@]2C[C@@H]12
dsgdb9nsd_084597,O[C@H]1C=C[C@H]2C[C@]1(O)C2
dsgdb9nsd_021659,N#Cc1c[nH]nc1N
dsgdb9nsd_026136,Cc1ccoc1N(C)C
dsgdb9nsd_060163,CC(C)OC1CN(C)C1
dsgdb9nsd_122422,CCOC[C@H]1C[C@@H](C)C1
dsgdb9nsd_113827,CC[C@H]1O[C@H]1[C@H]1O[C@H]1C
dsgdb9nsd_085851,CC1(C)C[C@@H](O)[C@]1(C)O
dsgdb9nsd_094784,C[C@H]1CC[C@]2(CO2)C1=O
dsgdb9nsd_029205,Cc1coc(=O)nc1O
dsgdb9nsd_010484,CCC1(CC#N)CC1
dsgdb9nsd_114190,CO[C@H]1CC2(CC2)C1=O
dsgdb9nsd_079432,O=C[C@]12O[C@@H]3[C@H]1[C@@H](O)[C@@H]32
dsgdb9nsd_027228,Cc1ncn2c1CC=C2
dsgdb9nsd_048837,O=C[C@@]12C=CCC[N@@]1C2
dsgdb9nsd_076701,C#CCC[C@H]1[C@@H](C)[C@H]1O
dsgdb9nsd_021881,O=Cn1ccc(O)n1
dsgdb9nsd_030754,COc1occ(C)c1O
dsgdb9nsd_069621,C#C[C@]12C[C@H]1[C@@]1(C)O[C@@H]21
dsgdb9nsd_057917,CN(C)C(=O)[C@H]1CCO1
dsgdb9nsd_104383,O=C1NCC[C@]1(O)CO
dsgdb9nsd_000697,C1[C@H]2[C@@H]3O[C@H]2[C@H]13
dsgdb9nsd_011942,C[C@]12CC[C@@]1(C=O)N2
dsgdb9nsd_020547,CC(C)c1nn[nH]n1
dsgdb9nsd_085689,C[C@H]1N[C@@H](C#N)C12CC2
dsgdb9nsd_038308,C1C[C@H]2O[C@@H]1[C@H]1C[C@@H]2C1
dsgdb9nsd_066512,O[C@]12[C@@H]3[C@H]4[C]([CH]C[C@H]41)[C@@H]32
dsgdb9nsd_124053,c1nnn2c1[C@H]1OC[C@H]12
dsgdb9nsd_036331,C#CC[C@H]1C[C@H](C#N)O1
dsgdb9nsd_006790_new,NCCCCC(=O)O
dsgdb9nsd_105089,CN1C[C@@H]1C1(CO)CC1
dsgdb9nsd_070364,C[C@]12O[C@H]1C[C@H]1OC[C@H]12
dsgdb9nsd_132625,Nc1ncc(N)c(F)n1
dsgdb9nsd_084583,C[C@H]1C=C[C@H]2CC(=O)N12
dsgdb9nsd_039002,C1[N][C]2C[C@H]3C[N][C]1N23
dsgdb9nsd_067618,C[C@]12[C@@H]3[C@@H]1C[C@H]1[C@H]2[C@]31C
dsgdb9nsd_125359,Cc1c[nH]c2oncc12
dsgdb9nsd_122436,CC1(C)O[C@H]1CCCO
dsgdb9nsd_060177,C[C@@H](O)CN1CC1(C)C
dsgdb9nsd_078738,CN1[C@H]2[C@H]3[C@@H]1C[C@]32C=O
dsgdb9nsd_029211,Nc1cc(=O)[nH]cc1O
dsgdb9nsd_094790,C[C@H]1OC[C@]2(CO2)C1=O
dsgdb9nsd_085845,CC1=C[C@@H](O)C[C@]1(C)O
dsgdb9nsd_113833,CN1C[C@H]1[C@H]1C[C@H]1CO
dsgdb9nsd_079426,C[C@@H]1[C@@H]2[N@]3C[C@]2(C=O)[C@@H]13
dsgdb9nsd_114184,CC[C@H]1NC2(CC2)C1=O
dsgdb9nsd_010490,C#CC[C@]1(CO)CN1
dsgdb9nsd_061269,[CH2]C#N.[CH]1CCC1.[C].[H].[OH]
dsgdb9nsd_123728,c1nn[nH]c1C1CCC1
dsgdb9nsd_030740,CNc1occ(C)c1O
dsgdb9nsd_021895,C#Cc1c[nH]nc1O
dsgdb9nsd_076715,C[C@@H]1[C@H](C)N1CCC=O
dsgdb9nsd_048823,O=C[C@]12C[C@H]1CNC2=O
dsgdb9nsd_011956,CC[C@@]12C[C@]1(O)CO2
dsgdb9nsd_000683,O=C1C[C@H]2N[C@@H]12
dsgdb9nsd_104397,C[C@H]1OCC[C@]1(O)CO
dsgdb9nsd_057903,C[C@H]1CN1C(=O)N(C)C
dsgdb9_025435_new,[NH]C1=C[CH]OC=C1C=O
dsgdb9nsd_069635,C[C@]12C[C@H]1[C@@]1(C=O)N[C@@H]21
dsgdb9nsd_124047,C1=Cc2c[nH]nc2OC1
dsgdb9nsd_066506,O[C@]12[C@@H]3[C@H]4N=C(O[C@H]41)[C@@H]32
dsgdb9nsd_094948,C[C@H]1CC[C@@H]2C(=O)CN21
dsgdb9nsd_020553,CC(C)n1ccnn1
dsgdb9nsd_086394,C[C@@H]1O[C@H](C)[C@@H]2C[C@]12O
dsgdb9nsd_043976,N=C1O[C@]23CCC[C@]12C3
dsgdb9_127723_new,CC1=N[N]N(C)C([NH])=C1
dsgdb9nsd_005923,CC(C)(C#N)OC=N
dsgdb9nsd_034526,C#CC1=C[C@H]2C=C[C@@H]1C2
dsgdb9nsd_072573,O=C1C[N@@]2CC[C@@]1(O)C2
dsgdb9nsd_130032,N[C]1N=C[N]N1CCO
dsgdb9nsd_126888,CC/N=c1\onc(O)o1
